Exporter Name,Address,District,State
AL-HASANATH GLOBAL,"I-289/A,M.S. Lane Adivaram, N.A.D.P.O, Aluva - 683 563, Edathala, Kerala 683563, India",,Kerala
ALAN EXPORTS,"7, Chowthri Nagar, Ramapuram, Chennai, Tamil Nadu 600087, India",Chennai,Tamil Nadu
ALCO ALUMINIUM PRODUCTS,"Chengannur, Kerala 689124, India",,Kerala
ALEENA FOODS,"XC62+3W9, Ambalamugal, Kochi, Kerala 682302, India",,Kerala
ALFINE MARKETING,"Sinai Kolara building:, Valanjavattom P.O,Alumthurathi via, Thiruvalla,kerala, Thiruvalla, Alumthuruthy, Kerala 689104, India",,Kerala
AMALGAM FROZEN FOODS,"V7PX+W8H, Aroor - Thoppumpady Rd, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala
AMNA FOOD INDUSTRIES P.LTD.,"15/696, Near Sathrapadi Water Tank, Kanjikode Post, Palakkad, Pudussery Central, Kerala 678621, India",,Kerala
ANBU EXPORTS,"No 73, Nethaji Main Rd, Mullai Nagar, Poonthamalli Nagar, Meenambalpuram, Madurai, Tamil Nadu 625002, India",,Tamil Nadu
ANNAPOORNESWARI EXIM P.LTD.,"Erakari Road Vayalar 7/528 A KALYANI, Vayalar, Kerala 688524, India",,Kerala
ANPHARMA EQUIPMENTS,"Near Apollo Tyres, Perambra, Post, Dhanya Nagar, Chalakudy, Perambra, Kerala 680689, India",,Kerala
APT GLOBAL MARINE ENGINEERING,"X78R+4XF, S Over Bridge, Ernakulam South, Kochi, Kerala 682016, India",,Kerala
ARIHANT ASSOCIATES,"66A & 56, 1, Panchali Amman Koil Street, above Mahalakshmi Medicals, Koluthuvanchery, Jai Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",,Tamil Nadu
ARUNA ALLOY STEELS P.LTD.,"No 3, 1, Melur Main Rd, Mellur, Anna Nagar, Sathamangalam, K.Pudur, Tamil Nadu 625107, India",,Tamil Nadu
ARVIN KNIT WEAR,"9a-l R G Lay Out, 5th Street, Karuvam Palyam, Karuvam Palyam, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
ASHA RUBBER PRODUCTS PVT. LTD.,"Manikanda Puram, Thirumullaivoyal, Chennai, Tamil Nadu 600062, India",,Tamil Nadu
AYVA APPARELS P.LTD.,"3W3W+3H4, Koundampalayam, Coimbatore, Tamil Nadu 641029, India",,Tamil Nadu
BEETEX INDUSTRIES,"804, VKK Menon Rd, Opposite Srivani apartment, Siddhapudur, New Siddhapudur, Coimbatore, Tamil Nadu 641044, India",,Tamil Nadu
BENNYS BIO COIR,"1-799 vanjiyapuram Zamin kottampatty road, suleeswaranpatty p.o, Pollachi, VanjiyaPuram, Tamil Nadu 642006, India",,Tamil Nadu
BETA POWER CONTROLS,"No. 4/305, Othakalmandapam, road, Bodipalayam, Coimbatore, Tamil Nadu 641105, India",,Tamil Nadu
BLUE STAR COFFEE CURING WORKS,"6/423 A,B Malankara Post Nenmeni Malankara post, Sultan Bathery, Nenmeni, Koliyadi, Kerala 673592, India",,Kerala
CALEX MARINE&INDUSTRIAL,"2nd Floor, Chirayath Building, Opp KUFOS UG Ladies Hostel, Vytila Aroor Bye Pass Road, Service Road West, NH 47, NH 66, Madavana, Panangad, Ernakulam, Kochi, Kerala 682506, India",,Kerala
CALICUT CARGO SERVICES,"Calicut Airport Rd, Padinharathara, Karipur, Kerala 673647, India",,Kerala
CAPITAL PLYBOARDS,"3FW2+WGG, Ponjassery, Kerala 683547, India",,Kerala
CHAITHANYA GRANITE&MARBLES,"Edappally, Kochi, Kerala 682024, India",,Kerala
CISHAN INTERNATIONAL,"Plot number 13, 260c, Vellanikkara, Madakkathara, Kerala 680651, India",,Kerala
CMP GARMENTS,"No 144, Avinashi - Tiruppur Rd, Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
COASTAL SHIPPING LINKS INDIA P.LTD.,"Door No: G 2102, Jawaharlal Nehru International Stadium, Jawaharlal Nehru International Stadium, Kaloor, Kochi, Kerala 682017, India",,Kerala
COCHIN DENTAL EQUIPMENTS,"67/977, North Park St Vincent Road, Kacheripadi Ernakulam, North, North Kaloor, Kacheripady, Kochi, Kerala 682018, India",,Kerala
COIR DUST INC.,"PARSA'S, Building No 828A, PO, opp. Central Coir Research Institute, Kalavoor, Alappuzha, Kerala 688522, India",,Kerala
CORAL EXPORTS,"NETTIPADAM ROAD, X78P+RV9, Mahatma Gandhi Rd, Valanjambalam, Ernakulam, Kochi, Kerala 682016, India",,Kerala
CRYSTAL KNITTERS P.LTD.,"FJW8+W38, Punnam, Tamil Nadu 638312, India",,Tamil Nadu
CSM ANIMAL HUSBAN DRY&AGRI,"77/C-4, Vivekananda Nagar Rd, Arulmurugan Nagar, Podanur, Tamil Nadu 641023, India",,Tamil Nadu
DANAVARSHINI EXPORTS,"192/1, Uthukuli Rd, Velliyampalayam, Tiruppur, Agraharaperiapalayam, Tamil Nadu 641607, India",,Tamil Nadu
DENWUD EXIM  INDIA,"Pulluvazhi, 683541, XV/642, Thombra Road, Rayamangalam, Kerala 683547, India",,Kerala
DIVINE RUBBER PRODUCTS,"FFRV+436, Kurichy - Eara - Kavalam Rd, Eara, Kerala 686534, India",,Kerala
DRY AIR TECHNOLOGIUS,"2/46, West St, Silamalai, B. Meenakshipuram, Tamil Nadu 625528, India",,Tamil Nadu
DRY-AIR TECHNOLOGIES,"2/46, West St, Silamalai, B. Meenakshipuram, Tamil Nadu 625528, India",,Tamil Nadu
E.S.KNITWEAR,"3/17A,Andipalayam,Kanakkampalayam, PO, Perumanallur, Kanakkam Palayam Pirivu, Tamil Nadu 641666, India",,Tamil Nadu
EFFAR CREATIONS,"S.F.No. 381/2, Murugan Nagar Extension, Mangalam Rd, Poompuhar Nagar South, Murugan Nagar, Sulthanpettai, Tiruppur, Chennai, Tamil Nadu 641663, India",,Tamil Nadu
ELLEN INDUSTRIES,"551A, VK Rd, Peelamedu, Coimbatore, Tamil Nadu 641004, India",,Tamil Nadu
ENRICH EXPORTS,"29a/6, Jawahar Nagar 2nd Street, Sirupoolvapatti Main road, 15, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
ESSAR INC.,"178,Pudhu Colony, 15, Thilagar Nagar, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
FLUID CONTROL RESEARCH INSTITUTE,"QPVH+362, West, Kanjikode, Pudussery West, Kerala 678623, India",,Kerala
FOUSIA TIMBER INDUSTRIES,"M8PJ+6X8, Nedumbrakkad, Cherthala, Kerala 688524, India",,Kerala
GANGA MACHINES,"No.5/89-3, Thottasalai Street, Periya Moperipalayam, Sulur, Coimbatore, Tamil Nadu 641659, India",,Tamil Nadu
GLADSON EXPORTERS,"5/99, James Nagar St, Muttom, Tamil Nadu 629002, India",,Tamil Nadu
GLOBAL ORGANIC CLOTHING COMPANY,"Unnamed Road, Chinnakarai, Tiruppur, Murugampalayam, Tamil Nadu 641604, India",,Tamil Nadu
GLOBAL TEC ENGINEERING,"near Calicut University, 4VRM+RWV hajiyar valavu, Kozhikode, Thenhipalam, Kerala 673636, India",,Kerala
GURUDEV MARKETING,"No:40, Narayana Mudali Street, Sowcarpet, George Town, Chennai, Tamil Nadu 600079, India",,Tamil Nadu
HADI EXPORTS LLP,"Sundaram Finance Building, 44C7+7W5, Calicut Rd, Karuvambram, Manjeri, Kerala 676517, India",,Kerala
HALIM AGRO FOODS,"7Q3R+HXG, Mini Bypass Rd, Palayam, Kozhikode, Kerala 673004, India",,Kerala
HANANI RUBBERS,"I D Plot No.90, P.O, Poovanthuruthu, Kottayam, Kerala 686012, India",,Kerala
HARIYAS EXPORTS,"8/697-D, Vigneshwara Nagar East, K.P. Nagar, Pooluvapatti, PN Rd, Post, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
HOPICON SURGICALS,"Thondayad, Ground Floor, Fortune Towers, NH 66, Service Road, near Starcare Hospital, Thondayad, Kozhikode, Kerala 673017, India",,Kerala
INDUS TRADE LINKS,"Br:XLI/3842,Carmel Buildings, Banerji Rd, Kacheripady, Kochi, Kerala 682018, India",,Kerala
J.K.MACHINARIES,"680014, Bypass Junction Road, Kuttanellur, Thrissur, Kerala 680014, India",,Kerala
J.K.SHASTIVEL COTTON,"JK Shastivel Cotton S.F No.44, D.No.8/162-A4 Amman Nagar, Neruperichal Village,, Thiyagipalanisamy Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
J.S. MATS&MATTINGS,"Kangayam Rd, Nallur, Tiruppur, Tamil Nadu 641606, India",Tiruppur,Tamil Nadu
JAI RAM CREATIONS,"283/1, Deivanaiammal Layout, Dharapuram Main Rd, Thillai Nagar, Velliangadu, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu
JANITOR EXIM,"JANITOR EXIM, Bund road, Arakkakadavu, Vennala, Kochi, Kakkanad, Kerala 682028, India",,Kerala
JBM KITCHEN AND INTERIORS,"Building No. 1/65 B, Near Ramantukara Highschool, Vaidyarangadi, Ramanatukara, Kozhikode, Kerala 673633, India",,Kerala
JEEVA GARMENTS,"8/4087-A,Ayyappa Nagar, Pooluvapatti (p.o), Poyampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
JMJ EXPORTS,"4, 92-6A, Magazine Road, Ramapuram, Parangi Malai, Chennai, St.Thomas Mount, Tamil Nadu 600016, India",,Tamil Nadu
JOEL RUBBER INDUSTRIES,"Mini Industrial Estate, Mattoor, Kalady, Kerala 683574, India",,Kerala
K.C.COCONUT PRODUCTS,"Kc coconut products, Kumminiparamba, Padinharathara, Karipur, Kerala 673638, India",,Kerala
K.K.P FINE LINEN,"88, Salem - Namakkal Rd, S P Pudur, Kamaraj Nagar, Periyapatti, Namakkal, Tamil Nadu 637001, India",,Tamil Nadu
K.L.ABDUL SATHAR IMPEX P.LTD.,"Abdul Sathar. Timber. Plywoods Hardwares, K.L, near Makkany, South Bazar, Kannothchal, Kannur, Kerala 670002, India",,Kerala
K.M.OIL INDUSTRIES,"KM Oil Industries, Meenapatty, Karuvanchal, Meenpatty, Kerala 670571, India",,Kerala
K.R.S. TEXTILES,"82, Nyniappa St, Rattan Bazaar, Park Town, Chennai, Tamil Nadu 600003, India",,Tamil Nadu
K.V.M.EXPORT GARMENTS,"opposite G.H Hospital, MGR Nagar, Kallavi, Papparapatti, Tamil Nadu 635304, India",,Tamil Nadu
KAMDAR EXPORTS,"No-15,1st floor, E VK Sampath Rd, Sampath Salai, Vepery, Periyamet, Chennai, Tamil Nadu 600007, India",,Tamil Nadu
KARNIZ PACKS LLP,"Perinagala, P.O, Pallikkara, Kochi, Kerala 683565, India",,Kerala
KAT ENGINEERING,"Paliyam Rd, Koottukadu, Chendamangalam, Paliyam, Kerala 683521, India",,Kerala
KAUTAM KNITS,"Ammapalayam, Tiruppur, Avinashi, Tamil Nadu 641652, India",,Tamil Nadu
KAVITHA EXPORTS,"89/98, SIDCO Industrial Rd, Sidco Industrial Estate, Villivakkam, Chennai, Tamil Nadu 600049, India",,Tamil Nadu
KELDA FOODS P.LTD.,"Naduviledathu Building, Kumaramangalam P.O Para Junction, Thodupuzha - Oonukal Rd, Mylacompu, Thodupuzha, Kumaramangalam part, Kerala 685608, India",,Kerala
KERALA BAMBOO HOUSE,"North cliff, Kurakkanni Temple road, Varkala, Kerala 695141, India",,Kerala
KERALA PLANTATIONS,"Kerala, India",,Kerala
KERALA STATE INDSTL.ENTERPRISES,"Kerala, India",,Kerala
KHUSHI INTERGROUP,"Bus Stop, Thodaparambu, Pooppani Rd, Perumbavoor, Kerala 683543, India",,Kerala
KOLLENGODE AGRO MILLS P.LTD.,"vattekkad, Kollengode, Kerala 678506, India",,Kerala
KRISHNAVENI GARMENTS,"S.F.NO.547, Kurian Thottam, Annaipalayam,, College Road, Vivekananda Nagar, Kamatchepuram, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
KUNNATH PAPER MILLS P.LTD.,"JQCR+R4X, Meenkara - Parackachella Rd, Muthalamada South, Kerala 678507, India",,Kerala
KUNNATHAN WOOD PRODUCTS,"Panichayam Rd, Odakkali, Kerala 683549, India",,Kerala
LAKSHMI CASHEW COMPANY,"WJ4C+CG6, Mangad, Kollam, Kerala 691019, India",,Kerala
LANDEX GREEN SOLUTIONS,"Building NO-41, 2371, Medical Centre Rd, Kochi, Chakkalakkal, Palarivattom, Ernakulam, Kochi, Kerala 682028, India",,Kerala
MADURA MERCERISERS INDIA P.LTD.,"Madurai, Tamil Nadu, India",,Tamil Nadu
MAJESTIC ASSOCIATES,"48, Railway Feeder Rd, Sivagami Puram, Virudhunagar, Tamil Nadu 626001, India",,Tamil Nadu
MATHA TRADERS,"Canal Rd, near ST.James Church, Chambakkara, Poonithura, Maradu, Kochi, Kerala 682038, India",,Kerala
MAYUR LINKS,"127/21 A, Thalingikadu Thottam, pichampalayam, pichamapalayam pudur, po, Shrinagar, Raja Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
METRO TRADING SYNDICATE,"VII/594, Jews St, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",,Kerala
METRON SYSTEMS,"76GV+3WF, Puthenchira, Kerala 680682, India",,Kerala
MICRO KNIT APPARELS,"38JW+C84, Tiruppur - Palladam Rd, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
MR.CARE CENTRE P.LTD.,"Fort Road, City Centre Building, 2nd Floor, near Computer Education, Taliparamba, Kannur, Kerala 670001, India",,Kerala
N.M.TEXTILES,"Big Bazaar St, Koothanallur, Tamil Nadu 614101, India",,Tamil Nadu
N.N.K.MARINE EXPORTS,"GROUND FLOOR , NO : 12, 29, North St, ICF South Colony, V.P.Colony, Ayanavaram, Chennai, Tamil Nadu 600023, India",,Tamil Nadu
NIFTY APPARELS,"17/3, Padmini Garden West 4th Street, Tiruppur - Kangayam Rd, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
NJG CREATION ,"6 chinna thottam, Kangayam Road, 3rd St, K N P Colony, Bavani Nagar, Tiruppur, Pudhukkadu, Tamil Nadu 641604, India",,Tamil Nadu
ORIAL IMARA P.LTD.,"Kalaranthiri-Palakutti Rd, Palakkutty, Koduvally, Kerala 673572, India",,Kerala
P.T.EXPORTS,"Plot #1, Kannadasan St, KG NTR Heritage, Sri Ganesh Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",,Tamil Nadu
P.V.KNIT FASHION,"81, Kongu Main Rd, T.N.K Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
PALANI VIJAY COTTSPIN PVT LTD,"Palani, Tamil Nadu, India",,Tamil Nadu
PALIA BROTHERS,"No. 1/238, Pulpally - Sultan Bathery Hwy, Chethalayam, Kidanganad, Kerala 673592, India",,Kerala
PARISONS ROLLER FLOUR MILLS (P) LTD.,"CHUNGAM JUNCTION, West Hill, Kozhikode, Kerala 673005, India",,Kerala
PDS ORGANIC SPICES,"HXGC+P9V, Valanjanaganam, Kuttikkanam, Kerala 685531, India",,Kerala
PEECHANARI HANDICRAFTS,"Kozhikode, Kerala 673015, India",,Kerala
PEEJAY AGRO FOODS,"No. 65, W Nada, West Nada, Guruvayur, Kerala 680101, India",,Kerala
PHYSTRON HEALTHCARE TECHNOLOGIES,"Q4F9+2VV, Palladam Rd, Settikaalipalayam, Tamil Nadu 642202, India",,Tamil Nadu
PIPER INTERNATIONAL,"Shed number 44,SIDCO,,Mudhalipalayam, Harihganans East Colony, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu
POSEIDON FOOD CO.,"688/1, 2nd Floor, Kunjalu's Place, PT Usha Rd, Shenoys, Kochi, Kerala 682011, India",,Kerala
PRECORE SOLUTIONS,"N, Meethiyans Tower, 4/361, North Kalamassery, Kalamassery, Kochi, Kerala 683104, India",,Kerala
PREMIER ENGINEERING PRODUCTS,"Kyomtha Seminary Rd, Thrippunithura, Kochi, Kerala 682305, India",,Kerala
Q-EXPORTS,"1743/C, 56 Veedu Colony, Sivakasi, Tamil Nadu 626189, India",,Tamil Nadu
Q-RICH CREATIONS,"D.No.208/2,SF.No.201/2, Sirupooluvapatti Main Road 15 - Velampalayam Opp. Amman Kalyana Mandapam, Sirupooluvapatti, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
RAINBOW OVERSEAS,"No.15 ,Sripuram 3rd, Street, Tiruneermalai Main Rd, Nagalkeni, Chromepet, Chennai, Tamil Nadu 600044, India",,Tamil Nadu
RAIQA EXPORTS,"MK Arcade, near Tirurangadi Oriental School, Tirurangadi, Kerala 676306, India",,Kerala
RAJA AGENCIES,"Q4Q2+XJF, Bypass Road, opp. Bharath Pertoleum, PSP Nagar, Madathur, Thoothukudi, Tamil Nadu 628008, India",,Tamil Nadu
RAJSHREE KNITS,"Pudur Privu, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu
RAMTIRTH ORGANICS,"MVRC+8CR, Palakkad - Pollachi Rd, Gopalapuram, Tamil Nadu 642005, India",,Tamil Nadu
REALKNIT FASHION,"38RR+P59, K V R Nagar, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
REIA FASHIONS,"Swarnapuri Avenue, Thilagar Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
REMMY SUSTRATES INDIA P.LTD.,"295/2A, Kattampatti PO, Jakkarpalayam, Via, Pollachi, Tamil Nadu 642202, India",,Tamil Nadu
RGR KNITWEAR,"58FW+38V, Anna Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
RKV IMPEX,"# 1/20, SAKTHI NAGAR, PN Rd, Raja Nagar, Poyampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
ROLEX OIL MILL,"Iringal, Kerala 673522, India",,Kerala
RRK ALLOYS,"50 & 51 Sri, Subha Ganesh Industrial Estate, Post, Kuppepalayam, Tamil Nadu 641107, India",,Tamil Nadu
S.E.EXPORTS,"S.F No : 517, S.S.Nagr, 1st St, Thirumurugan Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu
SACS FOODS,"146 B/2 Puliyampatti, New Dharapuram Rd, Palani, Kodaimangalam, Tamil Nadu 624617, India",,Tamil Nadu
SAMYS INTERNATIONAL,"No. 5/77 Avinashi, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641654, India",,Tamil Nadu
SAN PRECISION ALLOYS,"53, SIDCO Private Industrial Estate, Kurichi, Coimbatore, Tamil Nadu 641021, India",,Tamil Nadu
SANTHALAKSHMI MILLS P.LTD.,"JXXJ+MP8, Zamin Uthukuli, Tamil Nadu 642004, India",,Tamil Nadu
SANTHIGIRI KOOTTUKUDUMB COIR,"Ettumanoor, Kerala 686631, India",,Kerala
SIVAM ENTERPRISES & EXPORTERS,"26V3+5RC, PV Rajamannar Salai, Kannigapuram, Sector 3, K. K. Nagar, Chennai, Tamil Nadu 600083, India",,Tamil Nadu
SNEHA FABS,"16, Town Extension, 1st, Dharaprm Road, Dharaprm Road, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
SPB METAL CASTERS,"10/3,PART,DVP INDUSTRIAL ESTATE, Athipalayam Rd, Ramakrishnapuram, Chinnavedampatti, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu
SPECTRA TECH INNOVATIONS,"Mannav Rd, Mannavu, Marathakkara, Thrissur, Kerala 680306, India",,Kerala
SPS COCONUT PRODUCTS,"kullampalayam Pirivu, Puthupalayam Village, Uthiyur(po), Kangeyam, Tamil Nadu 638701, India",,Tamil Nadu
SREE PONNI KNIT HOUSE,"341-2a Pappa nagar 2nd street, Cotton Mill Road, Kumarswami Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
SREE VELAN EXPORTS,"S.F. No.: 610/3, A, college road, Vanjipalayam Rd, srivasamahal nearPO, Sirupooluvapatti, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
SREELAKSHMI ALUMINIUM INDUSTRIES,"Pathipara, Koonathara (P.O) Vaniyamkulam, Palakkad, Vaniyamkulam-I, Kerala 679523, India",,Kerala
SRI MUTHU TEX,"No-36, Muthu Plaza Complex, Muniappan Koil St, Erode Fort, Erode, Tamil Nadu 638001, India",,Tamil Nadu
SRI POORANI GARMENTS,"133, Tiruppur Rd, Thennampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
SRI VARSSA KNIT FAB,"48W5+QGG, Velampalayam, Ammaiyappan, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu
SS FASTENERS PVT LTD.,"11/5 P.S.F. No. 286/4-286/8 Pappampatti Road, Manoj Nagar, Coimbatore, Kannampalayam, Tamil Nadu 641402, India",,Tamil Nadu
SSK POLYMERS,"PW37+6CH, Palaiyapatti Vadakkusethi, Tamil Nadu 613402, India",,Tamil Nadu
STAR CLAYS,"Vadama, Mala, Kerala 680732, India",,Kerala
SUBASRI TEXTILE,"SF.NO:155/1B Pooluvapatti Pirivu, Vavipalayam Road, Neruperichal Village, PN Rd, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu
SUPER GOLDEN FOODS,"Karukutty P.O,Angamaly,Cochin,Kerala-683576 (Near Sree Krishna Temple), Karukutty, Angamaly, Kerala 683576, India",,Kerala
SYMEGA FOOD INGREDIENTS,"Synthite Taste Park No. XI 312G, Pancode Near Kolenchery, Kochi, Aikaranad North, Kerala 682310, India",,Kerala
TALEM POWER SYSTEMS,"1428028, Kanjiramattom Thalayolaparambu Rd, Gama Junction, Kanjiramattom, Kerala 682315, India",,Kerala
TANYA SPICES,"Gujarati Rd, opp: Santhi Lal sweet house, Nalumadam, Mattancherry, Kochi, Kerala 682002, India",,Kerala
TBS PUBLISHERS,"Tbs, GH Rd, Palayam, Kozhikode, Kerala 673001, India",,Kerala
TEAM SUSTAIN,"1st floor, inQ Tower, Opp, EMC NH Bypass, Kesaveeyam, Palarivattom, Kochi, Kerala 682025, India",,Kerala
TEXMO INDUSTRIES,"Mettupalayam Rd, Coimbatore, Tamil Nadu 641029, India",,Tamil Nadu
TEXTFAB KNITWEAR,"17A, 16, 4th St, Erukadu, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu
TRANSPOL IMPEX,"3, Melony Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",,Tamil Nadu
TRITON APPARELS,"SF NO.461, 1B, EB Colony, ABIRAMI NAGAR, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
TRUE WORTH INC.,"EB Colony, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
UDHAYA ENERGY PHOTOVOLTAICS P. LTD.,"1/279-z, Mudalipalayam, Arasur, Post, Velayutham Nagar, Coimbatore, Tamil Nadu 641407, India",,Tamil Nadu
UNIQUE SOURCE POINT,"27, Ammasai Street, K.K. Pudur, www.uspindia.com, Kuppakonam Pudur, Coimbatore, Tamil Nadu 641038, India",,Tamil Nadu
UNIVERSAL AGENCIES,"Door No. 10/649/849, First Floor, Maria Building, Pallikulam Rd, Pallikkulam, Thrissur, Kerala 680001, India",,Kerala
USMANIYA WOOD PODUCTS,"XV/635, MALAMURY, PULLUVAZHI P. O, Perumbavoor, Kerala 683541, India",,Kerala
V.J.TREADS,"W9WG+76J, Kochi - Madurai - Dhanushkodi Rd, Thiruvankulam, Thrippunithura, Kochi, Kerala 682305, India",,Kerala
V.R. COMPOSITES,"Konathakunnu PO Thrissur Dt, 76Q6+8QH, Thekkumkara, Kerala 680123, India",,Kerala
VADAKKUMCHERRY EXPORTS,"Vadakkencherry, Kerala, India",,Kerala
VAIKUNTH KNITS,"61, Lakshmi Theatre Road, AB Nagar, Gandhinagar, Po, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu
VEE VEE AUTOSPARES,"Palarivattom Edapally, Palarivattom Rd, Palarivattom, Ernakulam, Kochi, Kerala 680025, India",,Kerala
VEESEVEN ENGINEERING,"Koorkenchery, Thrissur, Kerala 680007, India",,Kerala
VERTEX RESEARCH CENTRE,"SF.No :74 , Door No:6/100B , Rangasamuthiram , Panikampatti, Post, Palladam, Tamil Nadu 641664, India",,Tamil Nadu
VERVEMAGNUM GLOBAL IMPEX P.LTD.,"3933+743, Karippassery, North Kalamassery, Kalamassery, Kochi, Kerala 682033, India",,Kerala
VICTORY WOOD INDUSTRIES,"Mudiclal Depot Road, Mudickal, Kerala 683547, India",,Kerala
VIGA KNIT CREATION,"10A, Mettankadu Thottam , pudur pirivu, po, serankadu Main Road, Dharapuram Main Rd, K N P Colony, Pudur Privu, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu
VISTARA GARMENTS,"Karuppa Gaundanpalayam, Tiruppur, Murugampalayam, Tamil Nadu 641604, India",,Tamil Nadu
WAYANAD FOOD INC.,"Wayanad, Kerala, India",,Kerala
WEAVE IND EXPORTS,"W9QW+RHX, Kattampally - Kannadiparamba - Munderi Rd, Kerala 670604, India",,Kerala
WIN POLYMERS,"Win Polymers P.O Kanjany, Thrissur, Manalur, Kerala 680612, India",,Kerala
WYANAD FOOD INCORPORATED,"Wayanad, Kerala, India",,Kerala
XTREME MECH XPERTS,"Lakshmi Thottam, Athipalayam Pirivu, Ramakrishnapuram, Ganapathy, Siranandha Puram, Coimbatore, Tamil Nadu 641049, India",,Tamil Nadu
YOUNG BRAND APPAREL,"Kattuputhur Village, Ozhaiyur, Uthiramerur Taluk, India, Chennai, SH 118, Pulipakkam, Tamil Nadu 603107, India",,Tamil Nadu
ZEEMRAH ENTERPRISES,"27W7+2XH, Radhakrishnan Salai 6th Street, Krishnapuram, Mylapore, Chennai, Tamil Nadu 600004, India",,Tamil Nadu
ZEN LINEN INTERNATIOAL,"Plot No. A48, 49, 50, Phase I, Special Economic Zone, MEPZ,, Moulana Nagar, Tambaram, Chennai, Tamil Nadu 600045, India",,Tamil Nadu
A.G.L. FOOTCARE,"6VJ7+4MM, Puthoormadam, Kozhikode, Kerala 673019, India",,Kerala
AAHANA INTERNATIOAL LLP,"S.F.No.253/2,Site No.20& 21, Bharathi Nagar,1St Street, Sirupooluvapatti, Ring Road, EB Colony, Post, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu
AANCHERY DRUGS,"G6C8+PC9, Nayarangadi, Nehru Bazar, Kuruppam, Thekkinkadu Maidan, Thrissur, Kerala 680001, India",,Kerala
AARUDHRHA FASHION,"1st, Dharapuram Main Rd, NP Nagar, Thillai Nagar, Street, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu
ABM4 TRADES,"27CR+27P, Elamakkara, Kochi, Kerala 682026, India",,Kerala
AGARAM IMPEX,"MF4X+8CR, Alangiyam, Tamil Nadu 638672, India",,Tamil Nadu
AISWRYA AGRO MILLS,"5CFM+HQH, Mattoor, Kalady, Kerala 683574, India",,Kerala
AKSHARA OFFSET,"Near Malloor Road, Ambujavilasam Rd, Kunnumpuram, Vanchiyoor, Thiruvananthapuram, Kerala 695035, India",,Kerala
ALAINA INTERNATIONAL,"Thiruvazhamkunnu, Kerala 678601, India",,Kerala
ARIHANT ASOCIATES,"66A & 56, 1, Panchali Amman Koil Street, above Mahalakshmi Medicals, Koluthuvanchery, Jai Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",,Tamil Nadu
