Exporter Name,Address,District,State,pin
INDUS TRADE LINKS,"Br:XLI/3842,Carmel Buildings, Banerji Rd, Kacheripady, Kochi, Kerala 682018, India",,Kerala,682018
J.K.MACHINARIES,"680014, Bypass Junction Road, Kuttanellur, Thrissur, Kerala 680014, India",,Kerala,680014
J.K.SHASTIVEL COTTON,"JK Shastivel Cotton S.F No.44, D.No.8/162-A4 Amman Nagar, Neruperichal Village,, Thiyagipalanisamy Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
J.S. MATS&MATTINGS,"Kangayam Rd, Nallur, Tiruppur, Tamil Nadu 641606, India",Tiruppur,Tamil Nadu,641606
JAI RAM CREATIONS,"283/1, Deivanaiammal Layout, Dharapuram Main Rd, Thillai Nagar, Velliangadu, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
JANITOR EXIM,"JANITOR EXIM, Bund road, Arakkakadavu, Vennala, Kochi, Kakkanad, Kerala 682028, India",,Kerala,682028
JBM KITCHEN AND INTERIORS,"Building No. 1/65 B, Near Ramantukara Highschool, Vaidyarangadi, Ramanatukara, Kozhikode, Kerala 673633, India",,Kerala,673633
JEEVA GARMENTS,"8/4087-A,Ayyappa Nagar, Pooluvapatti (p.o), Poyampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
JMJ EXPORTS,"4, 92-6A, Magazine Road, Ramapuram, Parangi Malai, Chennai, St.Thomas Mount, Tamil Nadu 600016, India",,Tamil Nadu,600016
JOEL RUBBER INDUSTRIES,"Mini Industrial Estate, Mattoor, Kalady, Kerala 683574, India",,Kerala,683574
K.C.COCONUT PRODUCTS,"Kc coconut products, Kumminiparamba, Padinharathara, Karipur, Kerala 673638, India",,Kerala,673638
K.K.P FINE LINEN,"88, Salem - Namakkal Rd, S P Pudur, Kamaraj Nagar, Periyapatti, Namakkal, Tamil Nadu 637001, India",,Tamil Nadu,637001
K.L.ABDUL SATHAR IMPEX P.LTD.,"Abdul Sathar. Timber. Plywoods Hardwares, K.L, near Makkany, South Bazar, Kannothchal, Kannur, Kerala 670002, India",,Kerala,670002
K.M.OIL INDUSTRIES,"KM Oil Industries, Meenapatty, Karuvanchal, Meenpatty, Kerala 670571, India",,Kerala,670571
K.R.S. TEXTILES,"82, Nyniappa St, Rattan Bazaar, Park Town, Chennai, Tamil Nadu 600003, India",,Tamil Nadu,600003
K.V.M.EXPORT GARMENTS,"opposite G.H Hospital, MGR Nagar, Kallavi, Papparapatti, Tamil Nadu 635304, India",,Tamil Nadu,635304
KAMDAR EXPORTS,"No-15,1st floor, E VK Sampath Rd, Sampath Salai, Vepery, Periyamet, Chennai, Tamil Nadu 600007, India",,Tamil Nadu,600007
KARNIZ PACKS LLP,"Perinagala, P.O, Pallikkara, Kochi, Kerala 683565, India",,Kerala,683565
KAT ENGINEERING,"Paliyam Rd, Koottukadu, Chendamangalam, Paliyam, Kerala 683521, India",,Kerala,683521
KAUTAM KNITS,"Ammapalayam, Tiruppur, Avinashi, Tamil Nadu 641652, India",,Tamil Nadu,641652
KAVITHA EXPORTS,"89/98, SIDCO Industrial Rd, Sidco Industrial Estate, Villivakkam, Chennai, Tamil Nadu 600049, India",,Tamil Nadu,600049
KELDA FOODS P.LTD.,"Naduviledathu Building, Kumaramangalam P.O Para Junction, Thodupuzha - Oonukal Rd, Mylacompu, Thodupuzha, Kumaramangalam part, Kerala 685608, India",,Kerala,685608
KERALA BAMBOO HOUSE,"North cliff, Kurakkanni Temple road, Varkala, Kerala 695141, India",,Kerala,695141
KERALA PLANTATIONS,"Kerala, India",,Kerala,682002
KERALA STATE INDSTL.ENTERPRISES,"Kerala, India",,Kerala,688534
KHUSHI INTERGROUP,"Bus Stop, Thodaparambu, Pooppani Rd, Perumbavoor, Kerala 683543, India",,Kerala,683543
KOLLENGODE AGRO MILLS P.LTD.,"vattekkad, Kollengode, Kerala 678506, India",,Kerala,678506
KRISHNAVENI GARMENTS,"S.F.NO.547, Kurian Thottam, Annaipalayam,, College Road, Vivekananda Nagar, Kamatchepuram, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
KUNNATH PAPER MILLS P.LTD.,"JQCR+R4X, Meenkara - Parackachella Rd, Muthalamada South, Kerala 678507, India",,Kerala,678507
KUNNATHAN WOOD PRODUCTS,"Panichayam Rd, Odakkali, Kerala 683549, India",,Kerala,683549
LAKSHMI CASHEW COMPANY,"WJ4C+CG6, Mangad, Kollam, Kerala 691019, India",,Kerala,691019
LANDEX GREEN SOLUTIONS,"Building NO-41, 2371, Medical Centre Rd, Kochi, Chakkalakkal, Palarivattom, Ernakulam, Kochi, Kerala 682028, India",,Kerala,682028
MADURA MERCERISERS INDIA P.LTD.,"Madurai, Tamil Nadu, India",,Tamil Nadu,682002
MAJESTIC ASSOCIATES,"48, Railway Feeder Rd, Sivagami Puram, Virudhunagar, Tamil Nadu 626001, India",,Tamil Nadu,626001
MATHA TRADERS,"Canal Rd, near ST.James Church, Chambakkara, Poonithura, Maradu, Kochi, Kerala 682038, India",,Kerala,682038
MAYUR LINKS,"127/21 A, Thalingikadu Thottam, pichampalayam, pichamapalayam pudur, po, Shrinagar, Raja Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
METRO TRADING SYNDICATE,"VII/594, Jews St, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",,Kerala,682002
METRON SYSTEMS,"76GV+3WF, Puthenchira, Kerala 680682, India",,Kerala,680682
MICRO KNIT APPARELS,"38JW+C84, Tiruppur - Palladam Rd, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
MR.CARE CENTRE P.LTD.,"Fort Road, City Centre Building, 2nd Floor, near Computer Education, Taliparamba, Kannur, Kerala 670001, India",,Kerala,670001
N.M.TEXTILES,"Big Bazaar St, Koothanallur, Tamil Nadu 614101, India",,Tamil Nadu,614101
N.N.K.MARINE EXPORTS,"GROUND FLOOR , NO : 12, 29, North St, ICF South Colony, V.P.Colony, Ayanavaram, Chennai, Tamil Nadu 600023, India",,Tamil Nadu,600023
NIFTY APPARELS,"17/3, Padmini Garden West 4th Street, Tiruppur - Kangayam Rd, KNS Subramaniam Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
NJG CREATION ,"6 chinna thottam, Kangayam Road, 3rd St, K N P Colony, Bavani Nagar, Tiruppur, Pudhukkadu, Tamil Nadu 641604, India",,Tamil Nadu,641604
ORIAL IMARA P.LTD.,"Kalaranthiri-Palakutti Rd, Palakkutty, Koduvally, Kerala 673572, India",,Kerala,673572
P.T.EXPORTS,"Plot #1, Kannadasan St, KG NTR Heritage, Sri Ganesh Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",,Tamil Nadu,600099
P.V.KNIT FASHION,"81, Kongu Main Rd, T.N.K Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
PALANI VIJAY COTTSPIN PVT LTD,"Palani, Tamil Nadu, India",,Tamil Nadu,686012
PALIA BROTHERS,"No. 1/238, Pulpally - Sultan Bathery Hwy, Chethalayam, Kidanganad, Kerala 673592, India",,Kerala,673592
PARISONS ROLLER FLOUR MILLS (P) LTD.,"CHUNGAM JUNCTION, West Hill, Kozhikode, Kerala 673005, India",,Kerala,673005
PDS ORGANIC SPICES,"HXGC+P9V, Valanjanaganam, Kuttikkanam, Kerala 685531, India",,Kerala,685531
PEECHANARI HANDICRAFTS,"Kozhikode, Kerala 673015, India",,Kerala,673015
PEEJAY AGRO FOODS,"No. 65, W Nada, West Nada, Guruvayur, Kerala 680101, India",,Kerala,680101
PHYSTRON HEALTHCARE TECHNOLOGIES,"Q4F9+2VV, Palladam Rd, Settikaalipalayam, Tamil Nadu 642202, India",,Tamil Nadu,642202
PIPER INTERNATIONAL,"Shed number 44,SIDCO,,Mudhalipalayam, Harihganans East Colony, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
POSEIDON FOOD CO.,"688/1, 2nd Floor, Kunjalu's Place, PT Usha Rd, Shenoys, Kochi, Kerala 682011, India",,Kerala,682011
PRECORE SOLUTIONS,"N, Meethiyans Tower, 4/361, North Kalamassery, Kalamassery, Kochi, Kerala 683104, India",,Kerala,683104
PREMIER ENGINEERING PRODUCTS,"Kyomtha Seminary Rd, Thrippunithura, Kochi, Kerala 682305, India",,Kerala,682305
Q-EXPORTS,"1743/C, 56 Veedu Colony, Sivakasi, Tamil Nadu 626189, India",,Tamil Nadu,626189
Q-RICH CREATIONS,"D.No.208/2,SF.No.201/2, Sirupooluvapatti Main Road 15 - Velampalayam Opp. Amman Kalyana Mandapam, Sirupooluvapatti, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
RAINBOW OVERSEAS,"No.15 ,Sripuram 3rd, Street, Tiruneermalai Main Rd, Nagalkeni, Chromepet, Chennai, Tamil Nadu 600044, India",,Tamil Nadu,600044
RAIQA EXPORTS,"MK Arcade, near Tirurangadi Oriental School, Tirurangadi, Kerala 676306, India",,Kerala,676306
RAJA AGENCIES,"Q4Q2+XJF, Bypass Road, opp. Bharath Pertoleum, PSP Nagar, Madathur, Thoothukudi, Tamil Nadu 628008, India",,Tamil Nadu,628008
RAJSHREE KNITS,"Pudur Privu, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
RAMTIRTH ORGANICS,"MVRC+8CR, Palakkad - Pollachi Rd, Gopalapuram, Tamil Nadu 642005, India",,Tamil Nadu,642005
REALKNIT FASHION,"38RR+P59, K V R Nagar, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
REIA FASHIONS,"Swarnapuri Avenue, Thilagar Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
REMMY SUSTRATES INDIA P.LTD.,"295/2A, Kattampatti PO, Jakkarpalayam, Via, Pollachi, Tamil Nadu 642202, India",,Tamil Nadu,642202
RGR KNITWEAR,"58FW+38V, Anna Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
RKV IMPEX,"# 1/20, SAKTHI NAGAR, PN Rd, Raja Nagar, Poyampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
ROLEX OIL MILL,"Iringal, Kerala 673522, India",,Kerala,673522
RRK ALLOYS,"50 & 51 Sri, Subha Ganesh Industrial Estate, Post, Kuppepalayam, Tamil Nadu 641107, India",,Tamil Nadu,641107
S.E.EXPORTS,"S.F No : 517, S.S.Nagr, 1st St, Thirumurugan Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
SACS FOODS,"146 B/2 Puliyampatti, New Dharapuram Rd, Palani, Kodaimangalam, Tamil Nadu 624617, India",,Tamil Nadu,624617
SAMYS INTERNATIONAL,"No. 5/77 Avinashi, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641654, India",,Tamil Nadu,641654
SAN PRECISION ALLOYS,"53, SIDCO Private Industrial Estate, Kurichi, Coimbatore, Tamil Nadu 641021, India",,Tamil Nadu,641021
SANTHALAKSHMI MILLS P.LTD.,"JXXJ+MP8, Zamin Uthukuli, Tamil Nadu 642004, India",,Tamil Nadu,642004
SANTHIGIRI KOOTTUKUDUMB COIR,"Ettumanoor, Kerala 686631, India",,Kerala,686631
SIVAM ENTERPRISES & EXPORTERS,"26V3+5RC, PV Rajamannar Salai, Kannigapuram, Sector 3, K. K. Nagar, Chennai, Tamil Nadu 600083, India",,Tamil Nadu,600083
SNEHA FABS,"16, Town Extension, 1st, Dharaprm Road, Dharaprm Road, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
SPB METAL CASTERS,"10/3,PART,DVP INDUSTRIAL ESTATE, Athipalayam Rd, Ramakrishnapuram, Chinnavedampatti, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
SPECTRA TECH INNOVATIONS,"Mannav Rd, Mannavu, Marathakkara, Thrissur, Kerala 680306, India",,Kerala,680306
SPS COCONUT PRODUCTS,"kullampalayam Pirivu, Puthupalayam Village, Uthiyur(po), Kangeyam, Tamil Nadu 638701, India",,Tamil Nadu,638701
SREE PONNI KNIT HOUSE,"341-2a Pappa nagar 2nd street, Cotton Mill Road, Kumarswami Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
SREE VELAN EXPORTS,"S.F. No.: 610/3, A, college road, Vanjipalayam Rd, srivasamahal nearPO, Sirupooluvapatti, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
SREELAKSHMI ALUMINIUM INDUSTRIES,"Pathipara, Koonathara (P.O) Vaniyamkulam, Palakkad, Vaniyamkulam-I, Kerala 679523, India",,Kerala,679523
SRI MUTHU TEX,"No-36, Muthu Plaza Complex, Muniappan Koil St, Erode Fort, Erode, Tamil Nadu 638001, India",,Tamil Nadu,638001
SRI POORANI GARMENTS,"133, Tiruppur Rd, Thennampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
SRI VARSSA KNIT FAB,"48W5+QGG, Velampalayam, Ammaiyappan, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
SS FASTENERS PVT LTD.,"11/5 P.S.F. No. 286/4-286/8 Pappampatti Road, Manoj Nagar, Coimbatore, Kannampalayam, Tamil Nadu 641402, India",,Tamil Nadu,641402
SSK POLYMERS,"PW37+6CH, Palaiyapatti Vadakkusethi, Tamil Nadu 613402, India",,Tamil Nadu,613402
STAR CLAYS,"Vadama, Mala, Kerala 680732, India",,Kerala,680732
SUBASRI TEXTILE,"SF.NO:155/1B Pooluvapatti Pirivu, Vavipalayam Road, Neruperichal Village, PN Rd, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
SUPER GOLDEN FOODS,"Karukutty P.O,Angamaly,Cochin,Kerala-683576 (Near Sree Krishna Temple), Karukutty, Angamaly, Kerala 683576, India",,Kerala,683576
SYMEGA FOOD INGREDIENTS,"Synthite Taste Park No. XI 312G, Pancode Near Kolenchery, Kochi, Aikaranad North, Kerala 682310, India",,Kerala,682310
TALEM POWER SYSTEMS,"1428028, Kanjiramattom Thalayolaparambu Rd, Gama Junction, Kanjiramattom, Kerala 682315, India",,Kerala,682315
TANYA SPICES,"Gujarati Rd, opp: Santhi Lal sweet house, Nalumadam, Mattancherry, Kochi, Kerala 682002, India",,Kerala,682002
TBS PUBLISHERS,"Tbs, GH Rd, Palayam, Kozhikode, Kerala 673001, India",,Kerala,673001
TEAM SUSTAIN,"1st floor, inQ Tower, Opp, EMC NH Bypass, Kesaveeyam, Palarivattom, Kochi, Kerala 682025, India",,Kerala,682025
TEXMO INDUSTRIES,"Mettupalayam Rd, Coimbatore, Tamil Nadu 641029, India",,Tamil Nadu,641029
TEXTFAB KNITWEAR,"17A, 16, 4th St, Erukadu, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
TRANSPOL IMPEX,"3, Melony Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",,Tamil Nadu,600017
TRITON APPARELS,"SF NO.461, 1B, EB Colony, ABIRAMI NAGAR, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
TRUE WORTH INC.,"EB Colony, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
UDHAYA ENERGY PHOTOVOLTAICS P. LTD.,"1/279-z, Mudalipalayam, Arasur, Post, Velayutham Nagar, Coimbatore, Tamil Nadu 641407, India",,Tamil Nadu,641407
UNIQUE SOURCE POINT,"27, Ammasai Street, K.K. Pudur, www.uspindia.com, Kuppakonam Pudur, Coimbatore, Tamil Nadu 641038, India",,Tamil Nadu,641038
UNIVERSAL AGENCIES,"Door No. 10/649/849, First Floor, Maria Building, Pallikulam Rd, Pallikkulam, Thrissur, Kerala 680001, India",,Kerala,680001
USMANIYA WOOD PODUCTS,"XV/635, MALAMURY, PULLUVAZHI P. O, Perumbavoor, Kerala 683541, India",,Kerala,683541
V.J.TREADS,"W9WG+76J, Kochi - Madurai - Dhanushkodi Rd, Thiruvankulam, Thrippunithura, Kochi, Kerala 682305, India",,Kerala,682305
V.R. COMPOSITES,"Konathakunnu PO Thrissur Dt, 76Q6+8QH, Thekkumkara, Kerala 680123, India",,Kerala,680123
VADAKKUMCHERRY EXPORTS,"Vadakkencherry, Kerala, India",,Kerala,686012
VAIKUNTH KNITS,"61, Lakshmi Theatre Road, AB Nagar, Gandhinagar, Po, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
VEE VEE AUTOSPARES,"Palarivattom Edapally, Palarivattom Rd, Palarivattom, Ernakulam, Kochi, Kerala 680025, India",,Kerala,680025
VEESEVEN ENGINEERING,"Koorkenchery, Thrissur, Kerala 680007, India",,Kerala,680007
VERTEX RESEARCH CENTRE,"SF.No :74 , Door No:6/100B , Rangasamuthiram , Panikampatti, Post, Palladam, Tamil Nadu 641664, India",,Tamil Nadu,641664
VERVEMAGNUM GLOBAL IMPEX P.LTD.,"3933+743, Karippassery, North Kalamassery, Kalamassery, Kochi, Kerala 682033, India",,Kerala,682033
VICTORY WOOD INDUSTRIES,"Mudiclal Depot Road, Mudickal, Kerala 683547, India",,Kerala,683547
VIGA KNIT CREATION,"10A, Mettankadu Thottam , pudur pirivu, po, serankadu Main Road, Dharapuram Main Rd, K N P Colony, Pudur Privu, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
VISTARA GARMENTS,"Karuppa Gaundanpalayam, Tiruppur, Murugampalayam, Tamil Nadu 641604, India",,Tamil Nadu,641604
WAYANAD FOOD INC.,"Wayanad, Kerala, India",,Kerala,682024
WEAVE IND EXPORTS,"W9QW+RHX, Kattampally - Kannadiparamba - Munderi Rd, Kerala 670604, India",,Kerala,670604
WIN POLYMERS,"Win Polymers P.O Kanjany, Thrissur, Manalur, Kerala 680612, India",,Kerala,680612
WYANAD FOOD INCORPORATED,"Wayanad, Kerala, India",,Kerala,682002
XTREME MECH XPERTS,"Lakshmi Thottam, Athipalayam Pirivu, Ramakrishnapuram, Ganapathy, Siranandha Puram, Coimbatore, Tamil Nadu 641049, India",,Tamil Nadu,641049
YOUNG BRAND APPAREL,"Kattuputhur Village, Ozhaiyur, Uthiramerur Taluk, India, Chennai, SH 118, Pulipakkam, Tamil Nadu 603107, India",,Tamil Nadu,603107
ZEEMRAH ENTERPRISES,"27W7+2XH, Radhakrishnan Salai 6th Street, Krishnapuram, Mylapore, Chennai, Tamil Nadu 600004, India",,Tamil Nadu,600004
ZEN LINEN INTERNATIOAL,"Plot No. A48, 49, 50, Phase I, Special Economic Zone, MEPZ,, Moulana Nagar, Tambaram, Chennai, Tamil Nadu 600045, India",,Tamil Nadu,600045
A.G.L. FOOTCARE,"6VJ7+4MM, Puthoormadam, Kozhikode, Kerala 673019, India",,Kerala,673019
AAHANA INTERNATIOAL LLP,"S.F.No.253/2,Site No.20& 21, Bharathi Nagar,1St Street, Sirupooluvapatti, Ring Road, EB Colony, Post, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
AANCHERY DRUGS,"G6C8+PC9, Nayarangadi, Nehru Bazar, Kuruppam, Thekkinkadu Maidan, Thrissur, Kerala 680001, India",,Kerala,680001
AARUDHRHA FASHION,"1st, Dharapuram Main Rd, NP Nagar, Thillai Nagar, Street, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
ABM4 TRADES,"27CR+27P, Elamakkara, Kochi, Kerala 682026, India",,Kerala,682026
AGARAM IMPEX,"MF4X+8CR, Alangiyam, Tamil Nadu 638672, India",,Tamil Nadu,638672
AISWRYA AGRO MILLS,"5CFM+HQH, Mattoor, Kalady, Kerala 683574, India",,Kerala,683574
AKSHARA OFFSET,"Near Malloor Road, Ambujavilasam Rd, Kunnumpuram, Vanchiyoor, Thiruvananthapuram, Kerala 695035, India",,Kerala,695035
ALAINA INTERNATIONAL,"Thiruvazhamkunnu, Kerala 678601, India",,Kerala,678601
ARIHANT ASOCIATES,"66A & 56, 1, Panchali Amman Koil Street, above Mahalakshmi Medicals, Koluthuvanchery, Jai Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",,Tamil Nadu,600106
AROHA CLINIC,"Akshaya Building, Opp BSNL,Manakkadavu Road, Pantheerankavu, Kodal Nadakkavu, Kozhikode, Pantheeramkavu, Kerala 673019, India",,Kerala,673019
ARUL JOTHI EXPORTS,"Sf No 231/4A, Velleygoundanur pirivu, Mannur, to, Palakkad - Pollachi Rd, opposite Govt High School, Pollachi, Velleygoundanur, Tamil Nadu 642005, India",,Tamil Nadu,642005
AUCTUS APPARELS,"39G5+QM8, Unnamed Road, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
AURA EXPORTS,"India 31, Poongothainagar Main Road, Goldwins, Civil Aerodrome Post, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
AVA CHOLAYIL HEALTH CARE,"1583, 15th Main Rd, Bharathi Colony, J Block, Bharathi Nagar, Anna Nagar, Chennai, Tamil Nadu 600040, India",,Tamil Nadu,600040
B.H.M.CORPORATION,"41, LIC Colony Rd, Lic Colony, Selvapuram Muthuswamy Colony, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",,Tamil Nadu,641002
BHAIRAV EXPORTS,"No.2, 6/31, Venkatachalam Naicken Street, Triplicane, Chennai - 600 005, Venkatachalam(Naicken) St, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600003, India",,Tamil Nadu,600003
BMK INTERNATIONAL,"BMK international ,13/725 D pipeline road,Thoppil ,Thrikkakara ,Ernakulam, Pin, Marottichuvadu, Edappally, Kochi, Kerala code :682021, India",,Kerala,682021
CALIX IMPEX,"8/42 NACHIMUTHU GARDEN, Tex Park Road, Nehru Nagar West, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
CHARLES EXPORTERS,"49/26, Annes Convent Street, By Pass Road, Ponmeni, Ponmeni, Madurai, Tamil Nadu 625016, India",,Tamil Nadu,625016
CLOUDS INTERNATIONAL EXPORTS,"Kanjirappally, Kerala 686507, India",,Kerala,686507
CMB EXPORTS,"no.85 ,gandhi market, Oddanchatram, Tamil Nadu 624619, India",,Tamil Nadu,624619
COCHIN CHEMICALS & RUBBER PRODUCTS,"Kochi, Kerala, India",,Kerala,688524
COCHIN MARINE ENGINEERING BOAT YARD,"Kochangadi Rd, Kochangadi, Chullickal, Kochi, Kerala 682002, India",,Kerala,682002
COIR YARN TEX,"Kaichoondi, Alappuzha, Aryad South, Kerala 688006, India",,Kerala,688006
DHIVYAA CREATIONS,"Old No-23, New-No-47, Ist Floor, E TV Swamy Rd, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",,Tamil Nadu,641002
DIVYA GARMENTS,"38RX+V3W, Town Extn, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
DREAMLINE FASHIONS,"296/1C, 1G, Sundamedu Colony, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
EMPOROS HIND P.LTD.,"Ann Fuels Compound, Nalanchira, Paruthippara, Thiruvananthapuram, Kerala 605015, India",,Kerala,605015
ESKAY ENTERPRISES,"Plot No. 743, Door No. 28 59th Street, 10th, 2nd St, Sector 10, K. K. Nagar, Chennai, Tamil Nadu 600078, India",,Tamil Nadu,600078
ESTEEM RUBBER PRODUCTS,"Perumpanachy Thottakkad Road Thottackad, Perumpanachy, Kerala 686536, India",,Kerala,686536
EUROLINE INTERNATIONAL,"SF No. 1/1-A, D.No. 127/19-A, Thalingikattu Thottam, P.O, Sakthi Theatre Rd, Shrinagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
EVERSHINE CHEMICAL INDUSTRIES,"Pallippuram P. O., Cherthala, Kelamangalam, Alleppey, Kerala 688541, India",,Kerala,688541
EXPOSOFT TECHNOLOGIES,"306, Neospace, KINFRA Techno Industrial Park, Kakkanchery, Kakkanchery, Kerala 673635, India",,Kerala,673635
FABIAN TECHNOLOGIES,"kottiyam, NH 47, Kollam, Kottiyam, Kerala 691571, India",,Kerala,691571
FERROMAX FOUNDRIES INDIA P.LTD.,"95A Cosmafan Foundry Park, Arasur, Tamil Nadu 641407, India",,Tamil Nadu,641407
FIBRA GARMENTS,"2FJH+3V9, Kandiankoil, Tamil Nadu 641665, India",,Tamil Nadu,641665
FINE ART PLASTICS,"Kaloor - Kadavanthara Rd, Kathrikadavu, Kaloor, Kochi, Kerala 682017, India",,Kerala,682017
FITCO FOODS,"65/61, 1st floor, Thirumangalam Rd, Block Q, Agathiyar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",,Tamil Nadu,600049
FORTUNE GATE ORGANIC FARMING,"67XH+8P9, Kerala 680732, India",,Kerala,680732
FOS KNITS,"23H, Mariamman Kovil Street, Aathupalayam Main Rd, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
FREE LOOK FASHIONS,"39WR+RC3, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
FRENDI FASHIONS,"6, Arcot Rd, Ganesh Nagar, Porur, Chennai, Tamil Nadu 600116, India",,Tamil Nadu,600116
FROTUNE FLEXIPRINT PACK,"P.O, 1/508, Ponjassery, A M Thomas Rd, Perumbavoor, Ponjassery, Kerala 683547, India",,Kerala,683547
G.H.ASSOCIATES,"Golden Plaza, Chittoor Rd, opp. Mymoon Theatre, Padma Junction, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",,Kerala,682018
GA JOLLI,"96-1, MGR Rd, Shiva Shankar Nagar, Nagalkeni, Chromepet, Chennai, Tamil Nadu 600044, India",,Tamil Nadu,600044
GANGA OPTHOCARE,"CP-IV-673, Vattoly Road, Chittariparamba P.O, Kannur, Chittariparamba, Kerala 670650, India",,Kerala,670650
GEETHA ENTERPRISES,"Center Point, Mini Bypass Rd, near Lulu Hypermarket, Mankave, Kozhikode, Kerala 673007, India",,Kerala,673007
GENUINE GARMENTS (INDIA),"18, Mangadu Rd, Kayeenthemillath Nagar, Pattur, Mangadu, Pattur, Chennai, Tamil Nadu 600122, India",,Tamil Nadu,600122
GLOBE C INDIA INTERNATIONAL,"SRCM MANJERI CENTRE, Ajantha Building, C H Bypass, Kuthukal, Manjeri, Kerala 676121, India",,Kerala,676121
GOLD WOOD INDUSTRIES,"2HG7+8XF, Pezhakkappilly, Kerala 686674, India",,Kerala,686674
GOLDEN SPENCER TRADING,"Okkal, Kalady, Chelamattom part, Kerala 683544, India",,Kerala,683544
IMPRIME VENTURES,"PLOT NO. S 96 KINFRA IIT PARK, POST, Kanjikode, Kinfra Textile Park, Kerala 678621, India",,Kerala,678621
INNOPOLIS BIO INNOVATIONS,"18/18, Near BPCL Petrol Pump Puthya Road, Vadagode P.O., Mundanpalam, Kollamkudimugal, Kangarappady, Kochi, Kakkanad, Kerala 682021, India",,Kerala,682021
INTIMATE MARKETING,"Ground Floor,Fortlight Complex,Kannur,Kerala, V988+HWM, Fort Rd, Thavakkara, Kannur, Kerala 670001, India",,Kerala,670001
JAGADAMBAN CONTAINES,"Factory at :18/789, Development Area, Binanipuram, Edayar, Kochi, Kerala 683502, India",,Kerala,683502
JEEVAGRAM,"VI/450, Manickamangalam, Kalady, Kerala 683574, India",,Kerala,683574
JOHNY GARMENTS,"SF.NO 7/362, A2,A3, Pachankaatupalayam, Arulpuram-Veerapandi (PO, Tiruppur - Palladam Rd, Karuppa Gaundanpalayam, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
