Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude
CIMAT INTERNATIONAL,"Chettipalayam Rd, Srinivasa Nagar, Eachanari, Podanur, Tamil Nadu 641021, India",Tamil Nadu,641021,0,0,30524,59481,10499,16969,37116,31082,114478,Coimbatore South,Coimbatore,10.93864634,76.9795388
COCO PLANETE,"Stadium 33/343, Vellakinar, Ward Rd, Vellakkinar, Alappuzha, Kerala 688001, India",Kerala,688001,0,0,143800,28975,0,0,0,0,975,Ambalapuzha,Alappuzha,9.49638391904762,76.33209264761905
COCONUT CITY COIRS,"M252+8VM, Kandasamy St, Vinayagar Kovil, Pollachi, Tamil Nadu 642001, India",Tamil Nadu,642001,0,0,52000,27000,0,0,0,0,0,Pollachi,Coimbatore,10.649983639130435,77.0488457
COMFORT NIGHT LINEN PRODUCTS,"E - 100, Kinfra Integrated Industrial And Terxtile Park Menon Para Road, Kanjikode East, Kinfra Textile Park, Kerala 678621, India",Kerala,678621,0,0,30184,9885,6673,7922,0,7705,0,Palakkad,Palakkad,10.800600405263157,76.76606136842105
CONCEPT METAL SOLUTIONS,"Arunthadiar Street, Thirumalayampalayam Pirivu, VR3V+GHM, Palakkad - Coimbatore Rd, Ettimadai, Mavuthampathi, Tamil Nadu 641105, India",Tamil Nadu,641105,0,0,15632,0,0,0,0,0,0,Coimbatore South,Coimbatore,10.913312757142856,76.95360111428572
CONCORD CREATIONS INDIA P.LTD.,"New No-6, Old No-371, Hyder Garden, 4th Street, Mangala Puram, Mangala Puram, Shanthi Nagar, Mangalapuram, Jamalia, Chennai, Tamil Nadu 600012, India",Tamil Nadu,600012,0,0,1365,0,0,0,0,0,0,Perambur Purasawalkam,Chennai,12.808351972727273,79.92574654545454
CYIWIN KNIT FASHION,"502/B1, Nadupangu Paradise, Dharapuram Main Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,0,0,16495,0,0,0,0,0,0,Chettipalayam,Tiruppur,11.0773235,77.36649935
CYLWIN KNIT WEAR,"502/B1, Nadupangu Paradise, Dharapuram Main Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,0,0,55265,0,0,210,932,0,3101,Chettipalayam,Tiruppur,11.0773235,77.36649935
DANAH FOOD PRODUCTS P.LTD.,"W1, 370, Sayed Mohammed Rd, Edavanakkad, Vypin, Kochi, Kerala 682502, India",Kerala,682502,0,0,55000,51820,0,0,0,0,0,Kochi,Ernakulam,10.091907816666668,76.20725101666666
DEEPAM GARMENTS,"Main Junction, Kattappana - Erattayar Rd, Nathukallu, Erattayar, Kerala 685514, India",Kerala,685514,0,0,4005,0,0,0,0,0,0,Udumbanchola,Idukki,9.809425568,77.100785528
DEEPAM THREAD INDUSTRIES,"No. 3/370/E-1, Mudalipalayam- Pachapalayam Road, West Arasur, Arasur P.O, Kanavedan Kovil Rd, Pachapalayam, Tamil Nadu 641407, India",Tamil Nadu,641407,0,0,39593,0,0,0,0,0,12060,Palladam,Coimbatore,11.076832133333333,77.14018266666666
DESIRE KOCHI,"389C+89G, East Eloor, Travancore Cochin Chemicals Colony, Kalamassery, Kochi, Kerala 683501, India",Kerala,683501,0,0,1648,0,15673,70499,282760,407234,619506,Ernakulam,Ernakulam,10.065396075,76.305478
DGM TEXTILES,"No-27/A1, Nehru Street, Taneer Panthal Ring Road, Swarnapuri Avenue, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,17905,0,0,0,0,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
DHARAN ROCK,"Thippampatty, Tamil Nadu 636204, India",Tamil Nadu,636204,0,0,20700,402200,225800,19900,59700,0,0,Salem,Salem,11.569731466666667,78.2114886
DHNAVARSHINI EXPORTS,"192/1, Uthukuli Rd, Velliyampalayam, Tiruppur, Agraharaperiapalayam, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,448,0,0,0,0,0,6619,Tirupur,Coimbatore,11.1214821,77.36035476666666
DIWANIYA FURNISHINGS,"1st Floor, NH Bypass, near QRS, opp. Adidas, Sonia Nagar, Padivattom, Edappally, Kochi, Kerala 682024, India",Kerala,682024,0,0,9455,0,830,0,0,0,0,Ernakulam,Ernakulam,10.01888763298969,76.30253450412371
DOLLAR APPARELS,"13, 60 feet road, kumarananthapuram, Vengatappa Gounder Layout, Kumarnathapuram, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,8795,0,0,0,0,0,0,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
EDATHALA POLYMERS P.LTD.,"Edathala, Aluva, Kerala, India",Kerala,682002,0,0,100000,0,29800,68295,147180,21100,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
EDDY CURRENT CONTROLS (I) LTD.,"Eddypuram, Chalakudy, Kerala 680722, India",Kerala,680722,0,0,1293,0,0,0,0,0,0,Mukundapuram,Thrissur,10.315498140506328,76.31815028227848
ELIXIR EXOTIC FOODS AND ALLIED PRODUCTS,"Peter's Modern Rice Mill, Angamaly South, Angamaly, Kerala 683573, India",Kerala,683573,0,0,300,334,147,389,0,0,0,Aluva,Ernakulam,10.180255566666666,76.38579883333334
ELUVATHINGAL INDUSTRIES,"Canal, Bus Stop, Muringoor–Kadukutty Rd, Kallur Vadakkummuri, Kerala 680309, India",Kerala,680309,0,0,15836,22330,8041,28974,9516,10659,18740,Mukundapuram,Thrissur,10.27446588125,76.32397074375
EMICO TECHNO CASTERS,"269/1, Bharathi Nagar St, Babu Vinobaji Nagar, Bharathi Nagar, Coimbatore, Tamil Nadu 641004, India",Tamil Nadu,641004,0,0,8796,0,428,0,0,0,0,Coimbatore South,Coimbatore,11.028727355555555,77.00976828333334
ENJOY TEXTILES,"48JM+W8W, Angeripalayam Main Rd, Postal Colony, Velampalayam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,1064,0,0,0,0,0,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
EQUIPMENT AGENCIES,"282, Dr Nanjappa Rd, Anupperpalayam, Ram Nagar, Coimbatore, Tamil Nadu 641018, India",Tamil Nadu,641018,0,0,571,0,0,0,0,0,0,Coimbatore South,Coimbatore,11.014737532142856,76.98628351785715
ESHWARAN EXPORTS,"3/192/ 5-10 Anaipudur Poondi P.o,Avinashi T.k, Anaipudur, Avinashi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,2480,0,0,0,0,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
ESSEMM CORPORATION,"Dr Nanjappa Rd, Avinashi Road Main Flyover, Gopalapuram, Coimbatore, Tamil Nadu 641018, India",Tamil Nadu,641018,0,0,400,0,0,0,0,0,0,Coimbatore South,Coimbatore,11.014737532142856,76.98628351785715
ESSEN FOODIES INDIA,"KINFRA Park, Kakkanchery, Kozhikode, Kerala 673635, India",Kerala,673635,0,0,19340,50010,86684,53832,0,0,30000,Tirurangadi,Malappuram,51.479168,118.8666109
ESWARAN EXPORTS,"3/192/ 5-10 Anaipudur Poondi P.o,Avinashi T.k, Anaipudur, Avinashi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,4933,0,0,8036,0,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
ETY ENTERPRISES,"no 38, newyork avenue extension, road, Anbu Nagar, Podanur, Tamil Nadu 641023, India",Tamil Nadu,641023,0,0,11772,0,0,0,0,0,0,Coimbatore South,Coimbatore,55.57877437142857,62.67289914285715
EXPIENT TECH LABS,"Blue bell Building, Kuzhikkattumoola - Nilampathinja Mughal Rd, Kalappurakkal, Kusumagiri, Kakkanad, Kerala 682030, India",Kerala,682030,0,0,1400,0,0,0,0,0,0,Ernakulam,Ernakulam,10.015078886419754,76.34669742469136
EXPLORE EXPORTS,"4C39+2VJ, Vellore, Tamil Nadu 631102, India",Tamil Nadu,631102,0,0,79700,0,0,0,0,0,0,Arakkonam,Vellore,13.107895485714286,79.41955715714285
FAJR POLYMERS LLP,"Canalpirivu, Plot No. 7, Investment Zone, KSIDC Rd, Kanjikode, Pudussery East, Kerala 678621, India",Kerala,678621,0,0,90766,504906,337850,374895,629674,30060,6595,Palakkad,Palakkad,10.800600405263157,76.76606136842105
FARADAY OZONE PRODUCTS,"Aishwarya Women Hostel 50-B Chinnavedampatty Post, Saravanampatti to Thudiyalur Road, Shankara Junction, Bus stop, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",Tamil Nadu,641035,0,0,5078,0,0,0,0,0,0,Coimbatore North,Coimbatore,11.075230651851852,77.00013037037037
FASHION KEMP,"Guruvayoor, road, Kunnamkulam, Kerala 680503, India",Kerala,680503,0,0,26084,0,0,0,0,0,0,Kunnamkulam,Thrissur,10.648050387272727,76.06610145090909
FERROTECH STRUCTURALS(I)P.LTD.,"1/39-6-3, N Parade Rd, Ramapuram, Viralur, Chakrapani Colony, St.Thomas Mount, Tamil Nadu 600016, India",Tamil Nadu,600016,0,0,9240,0,19550,0,0,0,0,Saidapet,Kanchipuram,13.007978504347827,80.19351496521739
FIBRETUFF PRODUCTS INDIA,"No: 62/1, Salem main road, NH 44, Athanur, Rasipuram, Tamil Nadu 636301, India",Tamil Nadu,636301,0,0,72690,0,15095,57960,52349,52802,0,Rasipuram,Namakkal,11.49981,78.1375149
FRANK TECHNOLGIES,"SF. No. 570/4A-4B, Kurudampalayam CRPF Road, Post, K. Vadamadurai, Narasimhanaickenpalayam, Coimbatore, Tamil Nadu 641017, India",Tamil Nadu,641017,0,0,6403,0,0,0,0,0,4620,Coimbatore North,Coimbatore,11.088758233333333,76.9390758
FRESH CATCH EXPORTS,"D.No.6/1209, (Old 7, 324-A, Darusalam Rd, Panayapilly East, Kochangadi, Chullickal, Kochi, Kerala 682002, India",Kerala,682002,0,0,168000,0,0,0,0,26000,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
G.L GARMENTS,"T S No-902, Chekkukarar Thottam, Suriyan Nagar, Karuvam Palyam Extension, Karuvam Palyam, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,8279,7065,1465,0,0,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
GALACTICA IMPORT-EXPORT,"GW7J+26P, Burma Rd, Kumarapuram, Thiruvananthapuram, Kerala 695033, India",Kerala,695033,0,0,1963,0,0,0,0,0,0,Thiruvananthapuram,Thiruvananthapuram,8.511508241176472,76.94398122941178
GDJD EXPORTS,"Krishnormi, 3, Nowroji Rd, Dasspuram, Chetpet, Chennai, Tamil Nadu 600031, India",Tamil Nadu,600031,0,0,58512,0,0,80943,472480,0,23075,Egmore Nungambakkam,Chennai,12.944255475,80.17942637916666
GDN EXPORTS P.LTD.,"8/1391-A, Sowdambigai Nagar, Pandian Nagar, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,15293,300,0,72664,58963,271750,150309,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
GEEVIN EXIM,"W48C+4JG, Mahal 3rd St, Panthadi Area, Mahal Area, Madurai Main, Madurai, Tamil Nadu 625001, India",Tamil Nadu,625001,0,0,20790,0,0,0,0,0,0,Madurai South,Madurai,9.98906988105263,78.16710988736841
GLOBAL EXIM INDIA P.LTD.,"Power House Rd, Cherthala, Kerala 688524, India",Kerala,688524,0,0,67350,54000,39075,197244,280727,121504,268209,Cherthala,Alappuzha,9.6891011625,76.33285069583334
GOKUL HI FASHIONS,"28V9+29G, Arulpuram, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,4260,0,0,0,0,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
GOLCHA GARMENTS,"48X7+H38, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,63327,136824,97793,8871,6590,9100,18695,Tiruppur,Coimbatore,11.1398791,77.31429145
GRAND PEARL EXPORTS,"Door No: 16/275, Aroor gram panchayat, Kochi, Kerala 688537, India",Kerala,688537,0,0,223400,750523,476233,160575,291010,179082,0,Cherthala,Alappuzha,9.82172572,76.30522974
GREEN FIELD EXPORTS (INDIA),"3/211,ROAD STREET,MELVELAM,WALAJA(T.K, Velam, Tamil Nadu 632501, India",Tamil Nadu,632501,0,0,2872,0,9117,20844,0,0,1206,Wallajah,Vellore,12.9827403,79.3626012
GREENLAND RUBBERS,"CJM5+HQQ, Kunnamthanam, Kerala 689581, India",Kerala,689581,0,0,255110,93680,213550,235510,354470,360515,808590,Tiruvalla,Pathanamthitta,9.432620902702702,76.61325825135135
GRISHAM MACHINE MANUFACTURING INDUSTRY.,"No-79, Ganesh Nagar, Seerapalayam, Revathi Nagar, Madukkarai, Coimbatore, Malumichampatti, Tamil Nadu 641105, India",Tamil Nadu,641105,0,0,5200,0,0,600,1000,5010,0,Coimbatore South,Coimbatore,10.913312757142856,76.95360111428572
GULF FIRST PETRO PRODUCTS INDIA P.LTD.,"10/466C, Velur Road, Velakkode, Mundur, PO, Thrissur, Kerala 680541, India",Kerala,680541,0,0,82851,0,36320,0,0,0,0,Thrissur,Thrissur,7.18675985,-72.8779573
GVG PAPER MILLS PVT LTD,"Gandhi Nagar, Udumalaipettai, Tamil Nadu 642128, India",Tamil Nadu,642128,0,0,20000,0,0,299322,0,0,0,Udumalaipettai,Coimbatore,10.5782848,77.2720826
HOTEL BLUE NILE,"X5C2+75F, 94, Grand Southern Trunk Rd, Pallavaram, Chennai, Tamil Nadu 600043, India",Tamil Nadu,600043,0,0,6974,7420,23060,2314,20668,11231,0,Pallavaram,Kanchipuram,12.97300954375,80.1507159625
HYDROMANTECH,"X755+W37, Star Junction, Mattancherry, Kochi, Kerala 682002, India",Kerala,682002,0,0,3200,5100,0,0,0,0,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
IMPACT FASHIONS,"9, Elango Layout, Pudhukkadu, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,2910,0,0,0,0,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
INTEGRA CREATIVE FASHIONS,"Site No.6, Sri Venkateshwara Nagar Sirupooluvapatti Koolipalayam Ring Road, Swarnapuri Avenue, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,1976,0,0,0,0,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
INTERGROW BRANDS P.LTD.,"Leela Tower, 3rd Floor, Subhash Chandra Bose Road, Jawahar Nagar Ave, Ponnurunni, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Kerala,682019,0,0,73023,378157,430480,750068,1408162,1304752,1627357,Ernakulam,Ernakulam,9.96996995974026,76.31541058961038
INTIME APPARELS,"28Q5+WFX, MGR Nagar, Arulpuram, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,1928,18198,0,0,0,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
ISHVARA EXPORTS,"161, Kangayam Rd, RVE Nagar, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,1213,0,0,0,0,0,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
J.M.R.APPARELS,"25/11, 2nd Floor, CPM St, Pudupet, Egmore, Chennai, Tamil Nadu 600002, India",Tamil Nadu,600002,0,0,8960,0,0,0,0,0,0,Chennai,Chennai,13.031073683333332,80.25355818333334
J.RAJ EXPORTS,"48M6+VP5, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,6050,27377,0,0,0,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
J.S.MATS&MATTINGS,"Kangayam Rd, Nallur, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,0,0,81968,0,0,0,0,165493,540606,Tiruppur,Coimbatore,11.108007883333332,77.3994223
JAGAN KNIT FABS,"48V6+2WJ, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,2088,15056,0,0,3006,0,0,Tiruppur,Coimbatore,11.1398791,77.31429145
JAI AGRO INTERNATIONAL,"No:5, Dhandapani St, Chinnavedampatti, Coimbatore, Tamil Nadu 641049, India",Tamil Nadu,641049,0,0,27520,0,1075,225615,56400,0,28500,Coimbatore North,Coimbatore,11.072554814285715,76.98120481428572
JAIN OVERSEAS,"N Usman Rd, Bharathy Nagar, T. Nagar, Chennai, Tamil Nadu 600017, India",Tamil Nadu,600017,0,0,3117,1137,244,0,0,0,0,Chennai,Chennai,13.042568160810811,80.23459210743243
JAYARATHANA EXPORTS,"T.S.No.2, 2, Mangalam Rd, Vadkuthottam, Parapalayam, Periyandipalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,584,0,0,0,0,4881,0,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
JEYAM TRADERS,"Balaji nagar extn, 2 no, 3/2D, 26th St, Balaji Nagar Extn-II, Puzhuthivakkam, Madipakkam, Chennai, Tamil Nadu 600091, India",Tamil Nadu,600091,0,0,27825,28335,0,0,0,0,0,Saidapet,Kanchipuram,12.967994874285715,80.19496189238096
JINZE ENTERPRISES,"1/601, Chettipalayam Rd, Eachanari, Coimbatore, Tamil Nadu 641021, India",Tamil Nadu,641021,0,0,6158,0,0,0,0,0,0,Coimbatore South,Coimbatore,10.93864634,76.9795388
JITHA PLASTIC INDUSTRIES,"Vallom, Chelamattom part, Kerala 683550, India",Kerala,683550,0,0,4581,0,5848,0,0,0,0,Kunnathunad,Ernakulam,10.156458604347826,76.44930727391304
JOECE ENTERPRISES,"KUNCHARATH, POOCHAKKAL P.O, Cherthala - Arookutty Rd, Poochakkal, Panavally, Kerala 688526, India",Kerala,688526,0,0,42484,101206,204831,331989,374958,219115,344717,Cherthala,Alappuzha,9.806103366981132,76.35243924716981
K.K.KNIT EXPORTS,"598J+46X, Tiruppur, Tamil Nadu 641666, India",Tamil Nadu,641666,0,0,2210,3200,10425,0,0,0,10180,Tirupur,Coimbatore,11.197693457142856,77.3648192
K.P GROUP INDUSTRIES,"12, Kollad-Puthuppally Rd, Poovanthuruthu, Kerala 686012, India",Kerala,686012,0,0,40120,22000,14298,28726,0,0,0,Kottayam,Kottayam,9.54856711111111,76.52230786666667
K.P.GROUP INDUSTRIES,"12, Kollad-Puthuppally Rd, Poovanthuruthu, Kerala 686012, India",Kerala,686012,0,0,22486,65047,103482,105245,160271,67325,38000,Kottayam,Kottayam,9.54856711111111,76.52230786666667
K.R. KNITTERS,"49F7+V55, MGR Colony, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,1670,0,0,0,0,0,0,Tirupur,Coimbatore,11.1214821,77.36035476666666
KADAVIL CHEMICALS,"Kalarcode, Punnapra North, Alappuzha, Kerala 688003, India",Kerala,688003,0,0,72960,0,0,0,0,0,0,Ambalapuzha,Alappuzha,9.468575348387096,76.33827430967742
KANNAN GARMENTS,"Akil House S.F. No: 712, E.B. Nagar, near, 60 Feet Rd, Velliangadu, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,0,0,1050,0,0,0,0,0,0,Velliangadu,Tiruppur,11.0773235,77.36649935
KARUR K.C.P. PACKINGS LTD.,"Karur, Tamil Nadu, India",Tamil Nadu,682002,0,0,16863,0,0,0,0,0,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
KATHIR ENGINEERING,"Wisdom Tree, 339M+584, Avinashi Rd, Near Bye Pass, Neelambur, Tamil Nadu 641062, India",Tamil Nadu,641062,0,0,108,0,0,0,0,0,0,Coimbatore South,Coimbatore,11.0632278125,77.0744629125
KELACHANDRA IRON & STEEL WORKS,"Chingavanam, Kerala 686531, India",Kerala,686531,0,0,3400,0,0,0,0,0,0,Changanacherry,Kottayam,9.5105107,76.52202866666666
KERALA CONSTRUCTION SPECIALITIES,"Kerala, India",Kerala,682024,0,0,3600,0,0,0,0,0,0,Ernakulam,Ernakulam,10.01888763298969,76.30253450412371
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,"Kerala, India",Kerala,686012,0,0,320,0,0,0,0,110,0,Kottayam,Kottayam,9.54856711111111,76.52230786666667
KEYAR ENTERPRISES,"18/4/1, KGK Rd, opp. Andavar Colony, Kuniyamuthur, Coimbatore, Tamil Nadu 641008, India",Tamil Nadu,641008,0,0,2500,11590,0,0,0,0,5500,Coimbatore South,Coimbatore,10.970805953333333,76.95674326666666
KEYEN EXPORTS,"Pappinisseri, Kannapuram, Kerala 670565, India",Kerala,670565,0,0,35699,93953,77813,407734,998939,516855,545265,Kuniyamuthur,Coimbatore,,
KISHWAR INTERNATIONAL,"No 6, Masjid 30, Bazaar Rd, near C.Pallavaram, Pallavaram, Chennai, Tamil Nadu 600043, India",Tamil Nadu,600043,0,0,78984,0,0,0,0,0,0,Pallavaram,Kanchipuram,12.97300954375,80.1507159625
KNIT FAIR INC.,"Thiyagipalanisamy Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,2277,0,0,0,6306,12783,26381,Tiruppur,Coimbatore,11.121108205263157,77.34359659473684
KOCHI BENNALE,"Kochi, Kerala, India",Kerala,682002,0,0,10778,0,0,0,0,0,0,Kochi,Ernakulam,9.957255232894736,76.25402236842105
KOTTARAM TRADING CO.,"Kottaram Tower, Payyapilly Rd, Near MG Road, Kacheripady, Kochi, Kerala 682035, India",Kerala,682035,0,0,2522,7765,23327,9768,0,0,16980,Ernakulam,Ernakulam,9.979283159183673,76.28271734081633
KOVAX ABRASIVES SOUTH ASIA P.LTD.,"Cm complex, 2826+4MQ, Kalavath Rd, Palarivattom, Kochi, Kerala 682025, India",Kerala,682025,0,0,2291,2070,2715,348,4884,1424,17328,Ernakulam,Ernakulam,10.000372668965516,76.30783643448275
KUMAR KNITS,"No. 2, P.O 224, Palladam Main Rd, Selvalakshmi Nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,247,0,0,0,0,7200,0,Kangayam,Erode,11.1207516,77.335338875
LEEDS POLYMERS,"11th Mile, Vydiarangadi.P.O., Peringave Rd, Ramanattukara, Kerala 673633, India",Kerala,673633,0,0,11903,18000,20280,9540,3340,0,0,Eranad,Malappuram,51.5876618,118.4566692
LISBON PU INTERNATIONAL,"KULANGARA ROAD, KODAMPUZHA FAROOK COLLEGE, 5RRQ+RW2, PO, Kozhikode, Kerala 673632, India",Kerala,673632,0,0,1569,0,0,0,0,0,0,Ernad,Malappuram,51.5183605,118.3310501
LUK INDIA P.LTD.,"Luk India, SH 17, Old Rayakottah Hudco, Hosur, Tamil Nadu 635109, India",Tamil Nadu,635109,0,0,6968,0,0,0,0,0,0,Hosur,Krishnagiri,12.734590528947368,77.82904128684211
LULU KITCHEN WORLD,"SF No:148/1B, Kothavadi Kondandipalayam Village, Kothavadi, Tamil Nadu 642109, India",Tamil Nadu,642109,0,0,1808,0,0,0,0,0,0,Pollachi,Coimbatore,10.80869155,77.001304075
M.K;FABRICS,"Convent Rd, Chinnakada, Kollam, Kerala 691001, India",Kerala,691001,0,0,6781,0,0,0,5575,0,0,Kollam,Kollam,8.886722971739129,76.59831395
M.M. EXPORTERS,"Door no : 107/2 Pasumai nagar, Mangalam Rd, Kozhipannai, Tiruppur, Tamil Nadu 641687, India",Tamil Nadu,641687,0,0,27752,0,12509,26804,19996,0,0,Tiruppur,Coimbatore,11.0980518625,77.309765225
M.M.KITCHEN ENGINEERING P.LTD.,"No.103-B,MEC Nagar,Nallanpalayam Main Road, PO, Laxmi Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,0,0,3918,0,0,0,0,0,0,Coimbatore North,Coimbatore,11.059443936363635,76.99888995
MADHURA GARMENTS,"South, 37, SH 172, RVE Nagar, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,20223,0,0,0,0,0,566,Tiruppur,Coimbatore,11.096187535483871,77.34985892258065
MAGNUM CLOTHING P. LTD.,"X394+FG7, Sirukalathur, Tamil Nadu 602109, India",Tamil Nadu,602109,0,0,757,3059,30718,23652,12139,28723,25633,Sirukalathur,Chennai,12.904978155555556,79.99385265555556
MAHALAKSHMI GARMENTS,"14a, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600029, India",Tamil Nadu,600029,0,0,640,0,0,0,1157,0,0,Aminjikarai,Chennai,13.07176805,80.22296446666667
MALABAR NATURAL FOODS P.LTD.,"Plot No. 26, Kinfra Techno Industrial Park, Chelembra, P.O, Kakkanchery, Malappuram, Kozhikode, Kerala 673636, India",Kerala,673636,0,0,149323,244879,352924,439108,540245,586607,592797,Tirurangadi,Malappuram,11.118472538297873,75.8919613468085
MAMBAD RUBBER AND AGRO MFG.LTD.,"Mampad, Kerala, India",Kerala,682024,0,0,230149,163372,105950,48501,24748,140614,85449,Ernakulam,Ernakulam,10.01888763298969,76.30253450412371
MANNA EXPORTERS,"2, railway men's colony, GN Mills, post, Jayanthi Nagar, Koundampalayam, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,0,0,12825,0,26650,0,8700,0,0,Coimbatore North,Coimbatore,11.059443936363635,76.99888995
MARKS ENGINEERING WORKS,"3X3M+279, Lakshmi Thottam, Ramakrishnapuram, Karumathampatti, Coimbatore, Tamil Nadu 641049, India",Tamil Nadu,641049,0,0,411245,651905,592165,335650,411719,0,0,Coimbatore North,Coimbatore,11.072554814285715,76.98120481428572
MAS KNITS,"SF.NO:254/2,Kulathupudhur,Mangalayam, Road, Iduvampalayam, Tiruppur, Andipalayam, Tamil Nadu 641687, India",Tamil Nadu,641687,0,0,8496,30271,13932,16090,0,83027,26336,Tiruppur,Coimbatore,11.0980518625,77.309765225
MASS KNIT GARMENTS,"S.F.321/1, Saminathapuram 2nd street , Anupparpalayam pudur,, EB Colony, Velampalayam, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,41331,46279,57984,32473,2949,0,2814,Tiruppur,Coimbatore,11.1398791,77.31429145
MASTERS EQUIPMENTS,"Mattannur - Iritty Rd, Uliyil, Kerala 670702, India",Kerala,670702,0,0,3962,157,0,0,0,0,0,Thalassery,Kannur,11.913766162637364,75.59342116703297
MATTANNUR AREA DEVELOPMENT&CONSULTING P.LTD.,"Mattannur, Kerala 670702, India",Kerala,670702,0,0,897,2346,0,0,0,0,0,Thalassery,Kannur,11.913766162637364,75.59342116703297
MEENAKSHI INDIA LIMITED,"F5R3+HGC Minnakkal, Pirivu Rd, Attayampatti, Rasipuram, Tamil Nadu 637505, India",Tamil Nadu,637505,0,0,17859,0,0,0,0,0,0,Rasipuram,Namakkal,11.506086666666667,78.0937082
MERIT CREATERS,"240/2, 240, Mahatma Gandhi Rd, Vaiyapuri Nagar, Ganesha Nagar, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,462,0,0,0,0,0,0,Aravakurichi,Karur,10.96040589130435,78.06453304347826
MERLIN HAWK IMPEX,"58HP+WQ6, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,533,0,0,0,10949,0,0,Tiruppur,Coimbatore,11.135501066666667,77.34238386666667
MERRIT TECHO INDUSTRIES LLP,"Sheeba, Sedarpalayam, Sheeba Nagar, Kaniyur, Tamil Nadu 641048, India",Tamil Nadu,641048,0,0,9610,6070,0,0,0,0,0,Coimbatore South,Coimbatore,11.090413571428572,77.03761534285715
METAL CRAFT MACHINARIES,"Elinjikulam, Nadathara, Thrissur, Kerala 680751, India",Kerala,680751,0,0,1405,980,950,0,0,0,1105,Thrissur,Thrissur,10.511901566666667,76.26031288192091
